name,fiscal_year,total,month_name,month,fiscal_month,year
wage,2017,202750316.0,jan,1,7,2017
earnings_city,2017,975156.0,jan,1,7,2017
earnings_pica,2017,496360.0,jan,1,7,2017
earnings,2017,1471516.0,jan,1,7,2017
net_profits_city,2017,763317.0,jan,1,7,2017
net_profits_pica,2017,709983.0,jan,1,7,2017
net_profits,2017,1473300.0,jan,1,7,2017
wage_city,2017,155490945.0,jan,1,7,2017
birt,2017,12683385.0,jan,1,7,2017
amusement,2017,1226691.0,jan,1,7,2017
tobacco,2017,477819.0,jan,1,7,2017
parking,2017,7875780.0,jan,1,7,2017
valet,2017,107775.0,jan,1,7,2017
real_estate_transfer,2017,19452552.0,jan,1,7,2017
outdoor_ads,2017,102547.0,jan,1,7,2017
soda,2017,0.0,jan,1,7,2017
all_taxes,2017,259354488.0,jan,1,7,2017
sales,2017,11303441.0,jan,1,7,2017
real_estate,2017,48893269.0,jan,1,7,2017
other_taxes,2017,1811.0,jan,1,7,2017
wage_pica,2017,32509975.0,feb,2,8,2017
net_profits_pica,2017,93243.0,feb,2,8,2017
wage,2017,139423185.0,feb,2,8,2017
earnings_city,2017,846197.0,feb,2,8,2017
earnings_pica,2017,431207.0,feb,2,8,2017
earnings,2017,1277404.0,feb,2,8,2017
net_profits_city,2017,98975.0,feb,2,8,2017
net_profits,2017,192218.0,feb,2,8,2017
tobacco,2017,349271.0,feb,2,8,2017
sales,2017,15172663.0,feb,2,8,2017
amusement,2017,1243019.0,feb,2,8,2017
wage_city,2017,106913210.0,feb,2,8,2017
parking,2017,6874303.0,feb,2,8,2017
valet,2017,74356.0,feb,2,8,2017
real_estate_transfer,2017,14239981.0,feb,2,8,2017
outdoor_ads,2017,312851.0,feb,2,8,2017
soda,2017,5931239.0,feb,2,8,2017
birt,2017,214585.0,feb,2,8,2017
real_estate,2017,281160702.0,feb,2,8,2017
all_taxes,2017,433431352.0,feb,2,8,2017
other_taxes,2017,0.0,feb,2,8,2017
all_taxes,2017,397911050.0,mar,3,9,2017
real_estate,2017,160857292.0,mar,3,9,2017
outdoor_ads,2017,245390.0,mar,3,9,2017
real_estate_transfer,2017,20963811.0,mar,3,9,2017
valet,2017,124984.0,mar,3,9,2017
parking,2017,7822761.0,mar,3,9,2017
tobacco,2017,11491.0,mar,3,9,2017
amusement,2017,1460045.0,mar,3,9,2017
sales,2017,11359504.0,mar,3,9,2017
birt,2017,55780678.0,mar,3,9,2017
net_profits,2017,5650383.0,mar,3,9,2017
net_profits_pica,2017,2723121.0,mar,3,9,2017
net_profits_city,2017,2927262.0,mar,3,9,2017
earnings,2017,2903150.0,mar,3,9,2017
earnings_pica,2017,979336.0,mar,3,9,2017
earnings_city,2017,1923814.0,mar,3,9,2017
wage,2017,167234177.0,mar,3,9,2017
wage_pica,2017,38981028.0,mar,3,9,2017
wage_city,2017,128253149.0,mar,3,9,2017
other_taxes,2017,0.0,mar,3,9,2017
soda,2017,6180869.0,mar,3,9,2017
wage,2017,159699457.0,apr,4,10,2017
earnings_city,2017,4104747.0,apr,4,10,2017
earnings_pica,2017,2089336.0,apr,4,10,2017
earnings,2017,6194083.0,apr,4,10,2017
net_profits_city,2017,15669962.0,apr,4,10,2017
net_profits_pica,2017,14575667.0,apr,4,10,2017
net_profits,2017,30245629.0,apr,4,10,2017
birt,2017,281576132.0,apr,4,10,2017
sales,2017,11093674.0,apr,4,10,2017
amusement,2017,3554474.0,apr,4,10,2017
tobacco,2017,3987.0,apr,4,10,2017
parking,2017,8090223.0,apr,4,10,2017
valet,2017,112607.0,apr,4,10,2017
real_estate_transfer,2017,17752917.0,apr,4,10,2017
outdoor_ads,2017,223665.0,apr,4,10,2017
soda,2017,7042953.0,apr,4,10,2017
other_taxes,2017,32.0,apr,4,10,2017
wage_pica,2017,37224582.0,apr,4,10,2017
wage_city,2017,122474875.0,apr,4,10,2017
real_estate,2017,23427310.0,apr,4,10,2017
all_taxes,2017,495127558.0,apr,4,10,2017
all_taxes,2017,242953089.0,may,5,11,2017
soda,2017,6521859.0,may,5,11,2017
other_taxes,2017,325.0,may,5,11,2017
outdoor_ads,2017,203525.0,may,5,11,2017
real_estate_transfer,2017,24122713.0,may,5,11,2017
valet,2017,123432.0,may,5,11,2017
parking,2017,7676467.0,may,5,11,2017
tobacco,2017,9965.0,may,5,11,2017
sales,2017,13620083.0,may,5,11,2017
birt,2017,45334663.0,may,5,11,2017
net_profits,2017,7971548.0,may,5,11,2017
amusement,2017,830427.0,may,5,11,2017
wage_city,2017,122926076.0,may,5,11,2017
net_profits_city,2017,4129240.0,may,5,11,2017
earnings,2017,3952471.0,may,5,11,2017
earnings_pica,2017,1333214.0,may,5,11,2017
earnings_city,2017,2619257.0,may,5,11,2017
wage,2017,160297941.0,may,5,11,2017
wage_pica,2017,37371865.0,may,5,11,2017
net_profits_pica,2017,3842308.0,may,5,11,2017
real_estate,2017,14835057.0,may,5,11,2017
other_taxes,2017,0.0,jun,6,12,2017
wage_city,2017,107121728.0,jun,6,12,2017
all_taxes,2017,131621847.0,jun,6,12,2017
soda,2017,6872198.0,jun,6,12,2017
outdoor_ads,2017,266788.0,jun,6,12,2017
real_estate_transfer,2017,24353008.0,jun,6,12,2017
valet,2017,95183.0,jun,6,12,2017
parking,2017,8130334.0,jun,6,12,2017
tobacco,2017,3659.0,jun,6,12,2017
amusement,2017,643762.0,jun,6,12,2017
real_estate,2017,5400266.0,jun,6,12,2017
sales,2017,19240723.0,jun,6,12,2017
net_profits,2017,-1367982.0,jun,6,12,2017
net_profits_pica,2017,2489957.0,jun,6,12,2017
net_profits_city,2017,-3857939.0,jun,6,12,2017
earnings,2017,14743.0,jun,6,12,2017
earnings_pica,2017,394581.0,jun,6,12,2017
earnings_city,2017,-379838.0,jun,6,12,2017
wage,2017,140722866.0,jun,6,12,2017
wage_pica,2017,33601138.0,jun,6,12,2017
birt,2017,-36268025.0,jun,6,12,2017
wage_pica,2018,41476236.0,jul,7,1,2017
wage,2018,177937149.0,jul,7,1,2017
earnings_city,2018,696759.0,jul,7,1,2017
earnings_pica,2018,354654.0,jul,7,1,2017
earnings,2018,1051413.0,jul,7,1,2017
net_profits_city,2018,546899.0,jul,7,1,2017
net_profits_pica,2018,508686.0,jul,7,1,2017
net_profits,2018,1055585.0,jul,7,1,2017
wage_city,2018,136460913.0,jul,7,1,2017
birt,2018,6888658.0,jul,7,1,2017
amusement,2018,1817995.0,jul,7,1,2017
tobacco,2018,17986.0,jul,7,1,2017
parking,2018,7919240.0,jul,7,1,2017
valet,2018,126960.0,jul,7,1,2017
real_estate_transfer,2018,38343744.0,jul,7,1,2017
outdoor_ads,2018,270961.0,jul,7,1,2017
soda,2018,6920394.0,jul,7,1,2017
other_taxes,2018,0.0,jul,7,1,2017
sales,2018,28597269.0,jul,7,1,2017
real_estate,2018,9160930.0,jul,7,1,2017
all_taxes,2018,237768708.0,jul,7,1,2017
real_estate,2018,8527158.0,aug,8,2,2017
birt,2018,6929850.0,aug,8,2,2017
wage_pica,2018,34266732.0,aug,8,2,2017
all_taxes,2018,203524951.0,aug,8,2,2017
other_taxes,2018,31.0,aug,8,2,2017
soda,2018,6504472.0,aug,8,2,2017
outdoor_ads,2018,276417.0,aug,8,2,2017
real_estate_transfer,2018,29023050.0,aug,8,2,2017
valet,2018,113319.0,aug,8,2,2017
parking,2018,7503077.0,aug,8,2,2017
wage_city,2018,112743071.0,aug,8,2,2017
tobacco,2018,3189.0,aug,8,2,2017
sales,2018,28979912.0,aug,8,2,2017
net_profits,2018,767044.0,aug,8,2,2017
net_profits_pica,2018,369638.0,aug,8,2,2017
net_profits_city,2018,397406.0,aug,8,2,2017
earnings,2018,1319721.0,aug,8,2,2017
earnings_pica,2018,445157.0,aug,8,2,2017
earnings_city,2018,874564.0,aug,8,2,2017
wage,2018,147009803.0,aug,8,2,2017
amusement,2018,1649435.0,aug,8,2,2017
wage,2018,148618968.0,sep,9,3,2017
earnings_city,2018,404606.0,sep,9,3,2017
earnings_pica,2018,205947.0,sep,9,3,2017
earnings,2018,610553.0,sep,9,3,2017
net_profits_city,2018,952513.0,sep,9,3,2017
net_profits_pica,2018,886816.0,sep,9,3,2017
net_profits,2018,1839329.0,sep,9,3,2017
sales,2018,11975118.0,sep,9,3,2017
amusement,2018,4046016.0,sep,9,3,2017
tobacco,2018,2323.0,sep,9,3,2017
parking,2018,7716570.0,sep,9,3,2017
valet,2018,140961.0,sep,9,3,2017
real_estate_transfer,2018,20811248.0,sep,9,3,2017
outdoor_ads,2018,228613.0,sep,9,3,2017
soda,2018,6733241.0,sep,9,3,2017
other_taxes,2018,17497.0,sep,9,3,2017
all_taxes,2018,189923287.0,sep,9,3,2017
wage_pica,2018,34641848.0,sep,9,3,2017
wage_city,2018,113977120.0,sep,9,3,2017
birt,2018,16447087.0,sep,9,3,2017
real_estate,2018,6470374.0,sep,9,3,2017
earnings,2018,1317198.0,oct,10,4,2017
earnings_pica,2018,443810.0,oct,10,4,2017
earnings_city,2018,873388.0,oct,10,4,2017
real_estate,2018,6005883.0,oct,10,4,2017
wage_pica,2018,40332286.0,oct,10,4,2017
wage_city,2018,132694979.0,oct,10,4,2017
net_profits_city,2018,750024.0,oct,10,4,2017
wage,2018,173027265.0,oct,10,4,2017
net_profits_pica,2018,697620.0,oct,10,4,2017
tobacco,2018,4781.0,oct,10,4,2017
birt,2018,14949302.0,oct,10,4,2017
sales,2018,11849590.0,oct,10,4,2017
amusement,2018,1375993.0,oct,10,4,2017
parking,2018,7828915.0,oct,10,4,2017
valet,2018,793928.0,oct,10,4,2017
real_estate_transfer,2018,27476992.0,oct,10,4,2017
outdoor_ads,2018,247332.0,oct,10,4,2017
soda,2018,7567159.0,oct,10,4,2017
net_profits,2018,1447644.0,oct,10,4,2017
other_taxes,2018,49900.0,oct,10,4,2017
all_taxes,2018,212468166.0,oct,10,4,2017
net_profits,2018,254389.0,nov,11,5,2017
other_taxes,2018,8700.0,nov,11,5,2017
all_taxes,2018,185274665.0,nov,11,5,2017
real_estate,2018,5839101.0,nov,11,5,2017
soda,2018,6083858.0,nov,11,5,2017
outdoor_ads,2018,232897.0,nov,11,5,2017
real_estate_transfer,2018,28718591.0,nov,11,5,2017
valet,2018,167935.0,nov,11,5,2017
parking,2018,7868891.0,nov,11,5,2017
amusement,2018,1400229.0,nov,11,5,2017
sales,2018,14626405.0,nov,11,5,2017
birt,2018,934844.0,nov,11,5,2017
tobacco,2018,5514.0,nov,11,5,2017
net_profits_pica,2018,122591.0,nov,11,5,2017
wage_pica,2018,36051748.0,nov,11,5,2017
wage,2018,154667770.0,nov,11,5,2017
earnings_city,2018,639880.0,nov,11,5,2017
wage_city,2018,118616022.0,nov,11,5,2017
earnings,2018,965582.0,nov,11,5,2017
net_profits_city,2018,131798.0,nov,11,5,2017
earnings_pica,2018,325702.0,nov,11,5,2017
net_profits,2018,2492441.0,dec,12,6,2017
wage_pica,2018,34661136.0,dec,12,6,2017
wage,2018,144785986.0,dec,12,6,2017
earnings_city,2018,634791.0,dec,12,6,2017
earnings_pica,2018,401876.0,dec,12,6,2017
earnings,2018,1036667.0,dec,12,6,2017
net_profits_city,2018,1267421.0,dec,12,6,2017
net_profits_pica,2018,1225020.0,dec,12,6,2017
birt,2018,6116504.0,dec,12,6,2017
other_taxes,2018,9200.0,dec,12,6,2017
amusement,2018,1448123.0,dec,12,6,2017
tobacco,2018,1386.0,dec,12,6,2017
parking,2018,8114474.0,dec,12,6,2017
valet,2018,398243.0,dec,12,6,2017
real_estate_transfer,2018,21793500.0,dec,12,6,2017
outdoor_ads,2018,246904.0,dec,12,6,2017
soda,2018,5956429.0,dec,12,6,2017
wage_city,2018,110124850.0,dec,12,6,2017
sales,2018,12658199.0,dec,12,6,2017
real_estate,2018,34281185.0,dec,12,6,2017
all_taxes,2018,203051209.0,dec,12,6,2017
net_profits_pica,2018,1730224.0,jan,1,7,2018
wage_pica,2018,50953170.0,jan,1,7,2018
wage,2018,217694500.0,jan,1,7,2018
earnings_city,2018,1385062.0,jan,1,7,2018
earnings_pica,2018,731204.0,jan,1,7,2018
earnings,2018,2116266.0,jan,1,7,2018
net_profits_city,2018,1837248.0,jan,1,7,2018
net_profits,2018,3567472.0,jan,1,7,2018
tobacco,2018,157717.0,jan,1,7,2018
sales,2018,11871455.0,jan,1,7,2018
amusement,2018,1539277.0,jan,1,7,2018
wage_city,2018,166741330.0,jan,1,7,2018
parking,2018,7652707.0,jan,1,7,2018
valet,2018,194262.0,jan,1,7,2018
real_estate_transfer,2018,36860584.0,jan,1,7,2018
outdoor_ads,2018,210171.0,jan,1,7,2018
soda,2018,6530970.0,jan,1,7,2018
birt,2018,29380226.0,jan,1,7,2018
real_estate,2018,64065554.0,jan,1,7,2018
other_taxes,2018,6000.0,jan,1,7,2018
all_taxes,2018,328432563.0,jan,1,7,2018
all_taxes,2018,511557464.0,feb,2,8,2018
real_estate,2018,346541602.0,feb,2,8,2018
soda,2018,5844071.0,feb,2,8,2018
outdoor_ads,2018,244441.0,feb,2,8,2018
real_estate_transfer,2018,25047392.0,feb,2,8,2018
valet,2018,100643.0,feb,2,8,2018
parking,2018,7342170.0,feb,2,8,2018
tobacco,2018,781604.0,feb,2,8,2018
amusement,2018,2594081.0,feb,2,8,2018
sales,2018,15822799.0,feb,2,8,2018
other_taxes,2018,1000.0,feb,2,8,2018
net_profits,2018,1112122.0,feb,2,8,2018
net_profits_pica,2018,539379.0,feb,2,8,2018
net_profits_city,2018,572743.0,feb,2,8,2018
earnings,2018,1098883.0,feb,2,8,2018
earnings_pica,2018,379682.0,feb,2,8,2018
earnings_city,2018,719201.0,feb,2,8,2018
wage,2018,141146089.0,feb,2,8,2018
wage_pica,2018,33036465.0,feb,2,8,2018
wage_city,2018,108109624.0,feb,2,8,2018
birt,2018,-2163907.0,feb,2,8,2018
net_profits_pica,2018,2560004.0,mar,3,9,2018
net_profits_city,2018,2720357.0,mar,3,9,2018
wage,2018,168162227.0,mar,3,9,2018
earnings_pica,2018,701534.0,mar,3,9,2018
earnings_city,2018,1328860.0,mar,3,9,2018
earnings,2018,2030394.0,mar,3,9,2018
net_profits,2018,5280361.0,mar,3,9,2018
tobacco,2018,3503.0,mar,3,9,2018
sales,2018,12997255.0,mar,3,9,2018
amusement,2018,1083610.0,mar,3,9,2018
wage_pica,2018,39359763.0,mar,3,9,2018
parking,2018,7812644.0,mar,3,9,2018
valet,2018,125923.0,mar,3,9,2018
real_estate_transfer,2018,19049560.0,mar,3,9,2018
outdoor_ads,2018,202733.0,mar,3,9,2018
soda,2018,5451102.0,mar,3,9,2018
birt,2018,40304496.0,mar,3,9,2018
wage_city,2018,128802464.0,mar,3,9,2018
other_taxes,2018,5.0,mar,3,9,2018
real_estate,2018,114725269.0,mar,3,9,2018
all_taxes,2018,334607781.0,mar,3,9,2018
wage,2018,191920205.0,apr,4,10,2018
earnings_city,2018,3309810.0,apr,4,10,2018
earnings_pica,2018,1747850.0,apr,4,10,2018
earnings,2018,5057660.0,apr,4,10,2018
net_profits_city,2018,15486042.0,apr,4,10,2018
net_profits_pica,2018,14607866.0,apr,4,10,2018
net_profits,2018,30093908.0,apr,4,10,2018
birt,2018,274772962.0,apr,4,10,2018
sales,2018,11415479.0,apr,4,10,2018
amusement,2018,3307297.0,apr,4,10,2018
tobacco,2018,5658.0,apr,4,10,2018
parking,2018,7676366.0,apr,4,10,2018
valet,2018,138242.0,apr,4,10,2018
real_estate_transfer,2018,24792196.0,apr,4,10,2018
outdoor_ads,2018,215251.0,apr,4,10,2018
soda,2018,6521592.0,apr,4,10,2018
other_taxes,2018,116.0,apr,4,10,2018
wage_pica,2018,44924879.0,apr,4,10,2018
all_taxes,2018,528781598.0,apr,4,10,2018
wage_city,2018,146995326.0,apr,4,10,2018
real_estate,2018,34145261.0,apr,4,10,2018
other_taxes,2018,80.0,may,5,11,2018
wage_city,2018,121153664.0,may,5,11,2018
wage_pica,2018,37023649.0,may,5,11,2018
wage,2018,158177313.0,may,5,11,2018
earnings_city,2018,3741489.0,may,5,11,2018
earnings_pica,2018,1975344.0,may,5,11,2018
earnings,2018,5716833.0,may,5,11,2018
net_profits_city,2018,5297925.0,may,5,11,2018
net_profits_pica,2018,4989804.0,may,5,11,2018
net_profits,2018,10287729.0,may,5,11,2018
birt,2018,44412652.0,may,5,11,2018
sales,2018,13984427.0,may,5,11,2018
amusement,2018,1440739.0,may,5,11,2018
tobacco,2018,3316.0,may,5,11,2018
parking,2018,8172403.0,may,5,11,2018
valet,2018,152201.0,may,5,11,2018
real_estate_transfer,2018,34366760.0,may,5,11,2018
outdoor_ads,2018,281299.0,may,5,11,2018
real_estate,2018,15254148.0,may,5,11,2018
soda,2018,6229168.0,may,5,11,2018
all_taxes,2018,254490271.0,may,5,11,2018
all_taxes,2018,188822378.0,jun,6,12,2018
wage_pica,2018,31225203.0,jun,6,12,2018
other_taxes,2018,0.0,jun,6,12,2018
soda,2018,6947983.0,jun,6,12,2018
outdoor_ads,2018,291678.0,jun,6,12,2018
real_estate_transfer,2018,26908688.0,jun,6,12,2018
valet,2018,156432.0,jun,6,12,2018
parking,2018,8048887.0,jun,6,12,2018
tobacco,2018,3288.0,jun,6,12,2018
amusement,2018,626373.0,jun,6,12,2018
sales,2018,27397162.0,jun,6,12,2018
birt,2018,10976630.0,jun,6,12,2018
net_profits,2018,4673985.0,jun,6,12,2018
net_profits_pica,2018,2839371.0,jun,6,12,2018
net_profits_city,2018,1834614.0,jun,6,12,2018
earnings,2018,267932.0,jun,6,12,2018
earnings_pica,2018,232577.0,jun,6,12,2018
earnings_city,2018,35355.0,jun,6,12,2018
wage,2018,131878080.0,jun,6,12,2018
wage_city,2018,100652877.0,jun,6,12,2018
real_estate,2018,4942411.0,jun,6,12,2018
wage_pica,2019,43153311.0,jul,7,1,2018
wage,2019,184371760.0,jul,7,1,2018
earnings_city,2019,766815.0,jul,7,1,2018
earnings_pica,2019,404818.0,jul,7,1,2018
earnings,2019,1171633.0,jul,7,1,2018
net_profits_city,2019,771516.0,jul,7,1,2018
net_profits_pica,2019,726572.0,jul,7,1,2018
net_profits,2019,1498088.0,jul,7,1,2018
wage_city,2019,141218449.0,jul,7,1,2018
birt,2019,5599696.0,jul,7,1,2018
amusement,2019,2481329.0,jul,7,1,2018
tobacco,2019,3947.0,jul,7,1,2018
parking,2019,8057819.0,jul,7,1,2018
valet,2019,149240.0,jul,7,1,2018
real_estate_transfer,2019,37964424.0,jul,7,1,2018
outdoor_ads,2019,247568.0,jul,7,1,2018
soda,2019,7086924.0,jul,7,1,2018
other_taxes,2019,100.0,jul,7,1,2018
sales,2019,25937641.0,jul,7,1,2018
real_estate,2019,8671957.0,jul,7,1,2018
all_taxes,2019,238957425.0,jul,7,1,2018
all_taxes,2019,210957243.0,aug,8,2,2018
net_profits,2019,1152483.0,aug,8,2,2018
wage_city,2019,118137385.0,aug,8,2,2018
other_taxes,2019,12.0,aug,8,2,2018
soda,2019,6450119.0,aug,8,2,2018
outdoor_ads,2019,274487.0,aug,8,2,2018
real_estate_transfer,2019,30659446.0,aug,8,2,2018
valet,2019,156349.0,aug,8,2,2018
parking,2019,7459578.0,aug,8,2,2018
tobacco,2019,2143.0,aug,8,2,2018
real_estate,2019,9492828.0,aug,8,2,2018
amusement,2019,6743124.0,aug,8,2,2018
birt,2019,2267450.0,aug,8,2,2018
net_profits_pica,2019,558954.0,aug,8,2,2018
net_profits_city,2019,593529.0,aug,8,2,2018
earnings,2019,1335523.0,aug,8,2,2018
earnings_pica,2019,461445.0,aug,8,2,2018
earnings_city,2019,874078.0,aug,8,2,2018
wage,2019,154238057.0,aug,8,2,2018
wage_pica,2019,36100672.0,aug,8,2,2018
sales,2019,27846715.0,aug,8,2,2018
wage,2019,158142425.0,sep,9,3,2018
earnings_city,2019,387619.0,sep,9,3,2018
earnings_pica,2019,204368.0,sep,9,3,2018
earnings,2019,591987.0,sep,9,3,2018
net_profits_city,2019,748664.0,sep,9,3,2018
net_profits_pica,2019,702010.0,sep,9,3,2018
net_profits,2019,1450674.0,sep,9,3,2018
wage_pica,2019,37007288.0,sep,9,3,2018
